Date,Investment_AAPL,Investment_GOOGL,Investment_MSFT,Investment_META,Investment_AMZN,CASH
2025-08-08,229.35,201.42,522.04,769.3,222.69,1.0
2025-08-11,227.18,201.0,521.77,765.87,221.3,1.0
2025-08-12,229.65,203.34,529.24,790.0,221.47,1.0
2025-08-13,233.33,201.96,520.58,780.08,224.56,1.0
2025-08-14,232.78,202.94,522.48,782.13,230.98,1.0
2025-08-15,231.59,203.9,520.17,785.23,231.03,1.0
2025-08-18,230.89,203.5,517.1,767.37,231.49,1.0
2025-08-19,230.56,201.57,509.77,751.48,228.01,1.0
2025-08-20,226.01,199.32,505.72,747.72,223.81,1.0
2025-08-21,224.9,199.75,504.24,739.1,221.95,1.0
2025-08-22,227.76,206.09,507.23,754.79,228.84,1.0
2025-08-25,227.16,208.49,504.26,753.3,227.94,1.0
2025-08-26,229.31,207.14,502.04,754.1,228.71,1.0
2025-08-27,230.49,207.48,506.74,747.38,229.12,1.0
2025-08-28,232.56,211.64,509.64,751.11,231.6,1.0
2025-08-29,232.14,212.91,506.69,738.7,229.0,1.0
2025-09-02,229.72,211.35,505.12,735.11,225.34,1.0
2025-09-03,238.47,230.66,505.35,737.05,225.99,1.0
2025-09-04,239.78,232.3,507.97,748.65,235.68,1.0
2025-09-05,239.69,235.0,495.0,752.45,232.33,1.0
2025-09-08,237.88,234.04,498.2,752.3,235.84,1.0
2025-09-09,234.35,239.63,498.41,765.7,238.24,1.0
2025-09-10,226.79,239.17,500.37,751.98,230.33,1.0
2025-09-11,230.03,240.37,501.01,750.9,229.95,1.0
2025-09-12,234.07,240.8,509.9,755.59,228.15,1.0
2025-09-15,236.7,251.61,515.36,764.7,231.43,1.0
2025-09-16,238.15,251.16,509.04,779.0,234.05,1.0
2025-09-17,238.99,249.53,510.02,775.715,231.62,1.0
2025-09-18,237.88,252.03,508.45,780.25,231.23,1.0
2025-09-19,245.5,254.72,517.93,778.38,231.48,1.0
2025-09-22,256.08,252.53,514.45,765.16,227.63,1.0
2025-09-23,254.43,251.66,509.23,755.4,220.71,1.0
2025-09-24,252.31,247.14,510.15,760.66,220.21,1.0
2025-09-25,256.87,245.79,507.03,748.91,218.15,1.0
2025-09-26,255.46,246.54,511.46,743.75,219.78,1.0
2025-09-29,254.43,244.05,514.6,743.4,222.17,1.0
2025-09-30,254.63,243.1,517.95,734.38,219.57,1.0
2025-10-01,255.45,244.9,519.71,717.34,220.63,1.0
2025-10-02,257.13,245.69,515.74,727.05,222.41,1.0
2025-10-03,258.02,245.35,517.35,710.56,219.51,1.0
2025-10-06,256.69,250.43,528.57,715.66,220.9,1.0
2025-10-07,256.48,245.76,523.98,713.08,221.78,1.0
2025-10-08,258.06,244.62,524.85,717.84,225.22,1.0
2025-10-09,254.04,241.53,522.4,733.51,227.74,1.0
2025-10-10,245.27,236.57,510.96,705.3,216.37,1.0
2025-10-13,247.66,244.15,514.05,715.7,220.07,1.0
2025-10-14,247.77,245.45,513.57,708.65,216.39,1.0
2025-10-15,249.34,251.03,513.43,717.55,215.57,1.0
2025-10-16,247.45,251.46,511.61,712.07,214.47,1.0
2025-10-17,252.29,253.3,513.58,716.915,213.04,1.0
2025-10-20,262.24,256.55,516.79,732.17,216.48,1.0
2025-10-21,262.77,250.46,517.66,733.27,222.03,1.0
2025-10-22,258.45,251.69,520.54,733.41,217.95,1.0
2025-10-23,259.58,253.08,520.56,734.0,221.09,1.0
2025-10-24,262.82,259.92,523.61,738.36,224.21,1.0
